exp_dir,aggregator,alpha,adv_percent,mu,seed,attack_mode,round,macro_f1,macro_f1_val,n_test_total,config_key
dsedge-iiotset-full_comp_krum_alphainf_adv20_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,krum,inf,20,0.0,48,none,20,0.5428154332860194,,306570,krum_alphainf_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.1_adv0_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,krum,0.1,0,0.0,55,none,20,0.4512976474963598,,306570,krum_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.2_adv30_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,krum,0.2,30,0.0,55,none,20,0.2145784854576163,,306569,krum_alpha0.2_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.2_seed45_datasetedge-iiotset-full,fedprox,0.05,0,0.2,45,none,20,0.0,0.0,0,fedprox_alpha0.05_adv0_mu0.2
dsedge-iiotset-full_comp_median_alphainf_adv0_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,median,inf,0,0.0,51,none,20,0.69174686325325,,306570,median_alphainf_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv20_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,fedavg,0.05,20,0.0,52,none,20,0.303684095070066,,306570,fedavg_alpha0.05_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv30_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,median,0.05,30,0.0,54,none,20,0.0954792154749842,,306568,median_alpha0.05_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha1.0_adv30_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,median,1.0,30,0.0,55,none,20,0.4447982970832865,,306571,median_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,krum,0.05,10,0.0,55,none,20,0.2663846833643995,,306570,krum_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv20_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,fedavg,0.1,20,0.0,44,none,20,0.2289153400406783,,306570,fedavg_alpha0.1_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv0_dp0_pers0_mu0.1_modenone_seed45_datasetedge-iiotset-full,bulyan,0.5,0,0.1,45,none,20,0.600391535207882,,306571,bulyan_alpha0.5_adv0_mu0.1
dsedge-iiotset-full_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,median,0.5,20,0.0,48,none,20,0.4581622246623648,,306569,median_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-full,median,0.1,30,0.0,42,none,20,0.1826512034140234,,306571,median_alpha0.1_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv20_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,fedavg,1.0,20,0.0,53,none,20,0.09554149800933,,306570,fedavg_alpha1.0_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.08_seed46_datasetedge-iiotset-full,fedprox,0.5,0,0.08,46,none,20,0.0,0.0,0,fedprox_alpha0.5_adv0_mu0.08
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed47_datasetedge-iiotset-full,bulyan,0.5,10,0.0,47,sign,20,0.5210509445393402,,306569,bulyan_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed51_datasetedge-iiotset-full,bulyan,0.5,10,0.0,51,targeted,20,0.5523462103212468,,306570,bulyan_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,median,inf,20,0.0,47,none,20,0.5583059306135335,,306570,median_alphainf_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,krum,inf,10,0.0,54,none,20,0.6373366799668237,,306570,krum_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.02_adv0_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,bulyan,0.02,0,0.0,48,none,20,0.4441361036254465,,306570,bulyan_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.5_seed44_datasetedge-iiotset-full,fedprox,inf,0,0.5,44,none,20,0.7276993300550751,0.7137537551469207,229930,fedprox_alphainf_adv0_mu0.5
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed42_datasetedge-iiotset-full,krum,0.5,10,0.0,42,targeted,20,0.58673940180027,,306568,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu1.0_seed42_datasetedge-iiotset-full,fedprox,0.2,0,1.0,42,none,20,0.6709120697196826,0.6608879476894954,229935,fedprox_alpha0.2_adv0_mu1.0
dsedge-iiotset-full_comp_fedprox_alpha1.0_adv20_dp0_pers0_mu0.05_modetargeted_label_seed43_datasetedge-iiotset-full,fedprox,1.0,20,0.05,43,targeted,20,0.4140303579285925,,306569,fedprox_alpha1.0_adv20_mu0.05
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_modetargeted_label_seed48_datasetedge-iiotset-full,fedavg,0.5,30,0.0,48,targeted,20,0.3727964286513916,,306569,fedavg_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv0_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,median,inf,0,0.0,58,none,20,0.6847040891522043,,306570,median_alphainf_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.02_adv30_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,krum,0.02,30,0.0,52,none,20,0.08116989356185,,306571,krum_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed44_datasetedge-iiotset-full,median,0.5,10,0.0,44,targeted,20,0.6008246315790451,,306571,median_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_modetargeted_label_seed51_datasetedge-iiotset-full,median,0.5,20,0.0,51,targeted,20,0.3823025834301106,,306570,median_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed61_datasetedge-iiotset-full,fedavg,0.2,0,0.0,61,none,20,0.6197310527662,,306568,fedavg_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed51_datasetedge-iiotset-full,krum,0.5,30,0.0,51,label,20,0.3353044481249778,,306570,krum_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_bulyan_alphainf_adv10_dp0_pers0_mu0.01_modesign_flip_topk_seed42_datasetedge-iiotset-full,bulyan,inf,10,0.01,42,sign,20,0.654116310253202,,306570,bulyan_alphainf_adv10_mu0.01
dsedge-iiotset-full_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.5_seed42_datasetedge-iiotset-full,fedprox,1.0,0,0.5,42,none,20,0.6765725923926033,0.6740990561635594,229932,fedprox_alpha1.0_adv0_mu0.5
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv10_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-full,bulyan,1.0,10,0.0,42,none,20,0.6452664355937524,,306568,bulyan_alpha1.0_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_modesign_flip_topk_seed47_datasetedge-iiotset-full,median,0.5,20,0.0,47,sign,20,0.5077272883584626,,306569,median_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv10_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,fedavg,0.2,10,0.0,49,none,20,0.510477359996317,,306570,fedavg_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,bulyan,0.1,10,0.0,55,none,20,0.5619689551748402,,306570,bulyan_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed56_datasetedge-iiotset-full,fedavg,0.2,0,0.0,56,none,20,0.6621242920376503,,306570,fedavg_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha1.0_adv10_dp0_pers0_mu0.05_modelabel_flip_seed44_datasetedge-iiotset-full,fedprox,1.0,10,0.05,44,label,20,0.5677508376992014,,306570,fedprox_alpha1.0_adv10_mu0.05
dsedge-iiotset-full_comp_bulyan_alpha0.02_adv10_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,bulyan,0.02,10,0.0,44,none,20,0.3480121766382701,,306570,bulyan_alpha0.02_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,fedavg,1.0,0,0.0,49,none,20,0.6608879607600331,,306570,fedavg_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv10_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,median,inf,10,0.0,52,none,20,0.6320134037464044,,306570,median_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,fedavg,0.1,0,0.0,58,none,20,0.5744083229584658,,306569,fedavg_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.2_adv0_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,krum,0.2,0,0.0,52,none,20,0.4821446838149891,,306569,krum_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.05_adv0_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,krum,0.05,0,0.0,49,none,20,0.1915727044925281,,306572,krum_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modelabel_flip_seed44_datasetedge-iiotset-full,krum,0.5,10,0.0,44,label,20,0.5853401385536687,,306571,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.1_adv30_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,krum,0.1,30,0.0,44,none,20,0.2482438744052575,,306570,krum_alpha0.1_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv10_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,fedavg,1.0,10,0.0,46,none,20,0.4856202602745602,,306571,fedavg_alpha1.0_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv10_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,fedavg,0.1,10,0.0,51,none,20,0.1375852314677027,,306570,fedavg_alpha0.1_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,bulyan,0.5,0,0.0,43,none,20,0.6991942767177274,,306570,bulyan_alpha0.5_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv30_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,krum,1.0,30,0.0,53,none,20,0.5048031415888753,,306570,krum_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv30_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,fedavg,0.02,30,0.0,49,none,20,0.0303789394014135,,306570,fedavg_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.5_seed43_datasetedge-iiotset-full,fedprox,0.05,0,0.5,43,none,20,0.5067531852183776,0.5325141564893887,229932,fedprox_alpha0.05_adv0_mu0.5
dsedge-iiotset-full_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.005_seed46_datasetedge-iiotset-full,fedprox,1.0,0,0.005,46,none,20,0.0,0.0,0,fedprox_alpha1.0_adv0_mu0.005
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-full,bulyan,0.5,10,0.0,42,none,20,0.6708271620380047,,306568,bulyan_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.1_modenone_seed44_datasetedge-iiotset-full,bulyan,0.1,0,0.1,44,none,20,0.4859271899376491,,306570,bulyan_alpha0.1_adv0_mu0.1
dsedge-iiotset-full_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.01_seed46_datasetedge-iiotset-full,fedprox,0.05,0,0.01,46,none,20,0.0,0.0,0,fedprox_alpha0.05_adv0_mu0.01
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv30_dp0_pers0_mu0.0_modelabel_flip_seed44_datasetedge-iiotset-full,fedavg,0.5,30,0.0,44,label,20,0.4434308930232117,,306571,fedavg_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha1.0_adv20_dp0_pers0_mu0.1_modetargeted_label_seed42_datasetedge-iiotset-full,fedprox,1.0,20,0.1,42,targeted,20,0.4807540232241873,,306568,fedprox_alpha1.0_adv20_mu0.1
dsedge-iiotset-full_comp_median_alpha0.2_adv10_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,median,0.2,10,0.0,52,none,20,0.6430880029253135,,306569,median_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv30_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,fedavg,0.05,30,0.0,46,none,20,0.219562525692135,,306570,fedavg_alpha0.05_adv30_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.1_adv0_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,bulyan,0.1,0,0.0,55,none,20,0.632107067163499,,306570,bulyan_alpha0.1_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alphainf_adv10_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-full,fedavg,inf,10,0.0,49,none,20,0.0916826875686808,,306570,fedavg_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv0_dp0_pers0_mu0.1_modenone_seed46_datasetedge-iiotset-full,krum,inf,0,0.1,46,none,20,0.58607676696229,,306570,krum_alphainf_adv0_mu0.1
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.5_seed45_datasetedge-iiotset-full,fedprox,0.5,0,0.5,45,none,20,0.6841729628314158,0.6925250000457869,229932,fedprox_alpha0.5_adv0_mu0.5
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv10_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,fedavg,0.5,10,0.0,46,none,20,0.5242951803276763,,306568,fedavg_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-full,bulyan,1.0,0,0.0,44,none,20,0.6401950000791183,,306570,bulyan_alpha1.0_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv10_dp0_pers0_mu0.0_modelabel_flip_seed51_datasetedge-iiotset-full,fedavg,0.5,10,0.0,51,label,20,0.5678821841564962,,306570,fedavg_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv20_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,fedavg,0.02,20,0.0,54,none,20,0.0023365916468546,,306570,fedavg_alpha0.02_adv20_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv30_dp0_pers0_mu0.0_seed52_datasetedge-iiotset-full,median,0.02,30,0.0,52,none,20,0.0910193851868329,,306571,median_alpha0.02_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.1_adv20_dp0_pers0_mu0.01_modelabel_flip_seed45_datasetedge-iiotset-full,krum,0.1,20,0.01,45,label,20,0.0916298738780162,,306569,krum_alpha0.1_adv20_mu0.01
dsedge-iiotset-full_comp_fedprox_alpha0.1_adv10_dp0_pers0_mu0.01_modesign_flip_topk_seed44_datasetedge-iiotset-full,fedprox,0.1,10,0.01,44,sign,20,0.3652925980747373,,306570,fedprox_alpha0.1_adv10_mu0.01
dsedge-iiotset-full_comp_krum_alpha0.1_adv20_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,krum,0.1,20,0.0,59,none,20,0.2777469366958408,,306570,krum_alpha0.1_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv20_dp0_pers0_mu0.0_modesign_flip_topk_seed43_datasetedge-iiotset-full,fedavg,0.5,20,0.0,43,sign,20,0.4520621101510528,,306570,fedavg_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,krum,0.5,30,0.0,53,none,20,0.5343230875346836,,306570,krum_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.02_adv0_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,krum,0.02,0,0.0,51,none,20,0.3767888337820872,,306570,krum_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv20_dp0_pers0_mu0.0_modelabel_flip_seed50_datasetedge-iiotset-full,median,0.5,20,0.0,50,label,20,0.5151739866313082,,306569,median_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.02_adv0_dp0_pers0_mu0.05_seed43_datasetedge-iiotset-full,fedprox,0.02,0,0.05,43,none,20,0.3456799828388099,0.339083566405628,229932,fedprox_alpha0.02_adv0_mu0.05
dsedge-iiotset-full_comp_krum_alpha1.0_adv20_dp0_pers0_mu0.01_modesign_flip_topk_seed42_datasetedge-iiotset-full,krum,1.0,20,0.01,42,sign,20,0.5527598876056715,,306568,krum_alpha1.0_adv20_mu0.01
dsedge-iiotset-full_comp_median_alpha0.5_adv30_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,median,0.5,30,0.0,55,none,20,0.3868062762096238,,306571,median_alpha0.5_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.1_modegrad_ascent_seed43_datasetedge-iiotset-full,krum,0.5,10,0.1,43,grad,20,0.5294305951175595,,306570,krum_alpha0.5_adv10_mu0.1
dsedge-iiotset-full_comp_median_alpha0.02_adv0_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,median,0.02,0,0.0,57,none,20,0.3441584833782795,,306570,median_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.05_adv0_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,fedavg,0.05,0,0.0,54,none,20,0.3693876543292741,,306568,fedavg_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.08_seed46_datasetedge-iiotset-full,fedprox,1.0,0,0.08,46,none,20,0.0,0.0,0,fedprox_alpha1.0_adv0_mu0.08
dsedge-iiotset-full_comp_fedavg_alpha0.5_adv20_dp0_pers0_mu0.0_seed53_datasetedge-iiotset-full,fedavg,0.5,20,0.0,53,none,20,0.129253408230562,,306570,fedavg_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.02_adv0_dp0_pers0_mu1.0_seed44_datasetedge-iiotset-full,fedprox,0.02,0,1.0,44,none,20,0.4634552004167974,0.5035477575820118,229933,fedprox_alpha0.02_adv0_mu1.0
dsedge-iiotset-full_comp_fedavg_alpha0.1_adv30_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,fedavg,0.1,30,0.0,59,none,20,0.2484196298276826,,306570,fedavg_alpha0.1_adv30_mu0.0
dsedge-iiotset-full_comp_median_alpha1.0_adv20_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,median,1.0,20,0.0,48,none,20,0.5831583152450427,,306570,median_alpha1.0_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alphainf_adv0_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-full,bulyan,inf,0,0.0,42,none,20,0.7223723321583209,,306570,bulyan_alphainf_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.02_adv0_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,median,0.02,0,0.0,60,none,20,0.4581514200411982,,306572,median_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.5_adv0_dp0_pers0_mu0.0_seed59_datasetedge-iiotset-full,median,0.5,0,0.0,59,none,20,0.6609579618512933,,306571,median_alpha0.5_adv0_mu0.0
dsedge-iiotset-full_comp_median_alpha0.05_adv10_dp0_pers0_mu0.0_seed55_datasetedge-iiotset-full,median,0.05,10,0.0,55,none,20,0.3439775739476063,,306570,median_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.05_adv0_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,bulyan,0.05,0,0.0,50,none,20,0.5603876454548085,,306571,bulyan_alpha0.05_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.01_modenone_seed45_datasetedge-iiotset-full,krum,1.0,0,0.01,45,none,20,0.6398245023575542,,306570,krum_alpha1.0_adv0_mu0.01
dsedge-iiotset-full_comp_median_alpha0.2_adv20_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-full,median,0.2,20,0.0,47,none,20,0.3738306722286842,,306569,median_alpha0.2_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.2_adv10_dp0_pers0_mu0.0_seed54_datasetedge-iiotset-full,krum,0.2,10,0.0,54,none,20,0.4998446184165834,,306570,krum_alpha0.2_adv10_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv20_dp0_pers0_mu0.0_modesign_flip_topk_seed45_datasetedge-iiotset-full,krum,0.5,20,0.0,45,sign,20,0.3712310577240267,,306571,krum_alpha0.5_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed50_datasetedge-iiotset-full,krum,0.5,10,0.0,50,sign,20,0.5130186126199768,,306569,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha0.2_adv20_dp0_pers0_mu0.0_seed58_datasetedge-iiotset-full,fedavg,0.2,20,0.0,58,none,20,0.425497871003452,,306570,fedavg_alpha0.2_adv20_mu0.0
dsedge-iiotset-full_comp_fedavg_alphainf_adv30_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,fedavg,inf,30,0.0,45,none,20,0.0268497450626615,,306570,fedavg_alphainf_adv30_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv10_dp0_pers0_mu0.0_modetargeted_label_seed46_datasetedge-iiotset-full,krum,0.5,10,0.0,46,targeted,20,0.5609271578516166,,306568,krum_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.2_adv0_dp0_pers0_mu0.0_seed45_datasetedge-iiotset-full,median,0.2,0,0.0,45,none,20,0.6640628445036599,,306571,median_alpha0.2_adv0_mu0.0
dsedge-iiotset-full_comp_krum_alphainf_adv10_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-full,krum,inf,10,0.0,50,none,20,0.6179498036247203,,306570,krum_alphainf_adv10_mu0.0
dsedge-iiotset-full_comp_median_alphainf_adv20_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-full,median,inf,20,0.0,43,none,20,0.5619187823063018,,306570,median_alphainf_adv20_mu0.0
dsedge-iiotset-full_comp_bulyan_alpha0.5_adv10_dp0_pers0_mu0.0_modesign_flip_topk_seed43_datasetedge-iiotset-full,bulyan,0.5,10,0.0,43,sign,20,0.6783306010362278,,306570,bulyan_alpha0.5_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha0.1_adv30_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-full,median,0.1,30,0.0,46,none,20,0.4064521224685246,,306570,median_alpha0.1_adv30_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv20_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,fedavg,1.0,20,0.0,57,none,20,0.0527447204740302,,306571,fedavg_alpha1.0_adv20_mu0.0
dsedge-iiotset-full_comp_krum_alpha0.5_adv30_dp0_pers0_mu0.1_modesign_flip_topk_seed45_datasetedge-iiotset-full,krum,0.5,30,0.1,45,sign,20,0.2938234235445732,,306571,krum_alpha0.5_adv30_mu0.1
dsedge-iiotset-full_comp_fedavg_alpha0.02_adv0_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-full,fedavg,0.02,0,0.0,48,none,20,0.5336700594551099,,306570,fedavg_alpha0.02_adv0_mu0.0
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv20_dp0_pers0_mu0.0_seed60_datasetedge-iiotset-full,fedavg,1.0,20,0.0,60,none,20,0.0570157783653892,,306570,fedavg_alpha1.0_adv20_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu1.0_seed48_datasetedge-iiotset-full,fedprox,0.1,0,1.0,48,none,20,0.5029004712235285,0.555091877237494,229936,fedprox_alpha0.1_adv0_mu1.0
dsedge-iiotset-full_comp_krum_alpha0.05_adv10_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,krum,0.05,10,0.0,51,none,20,0.2697653315560903,,306570,krum_alpha0.05_adv10_mu0.0
dsedge-iiotset-full_comp_median_alpha1.0_adv30_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-full,median,1.0,30,0.0,51,none,20,0.4934119146194059,,306569,median_alpha1.0_adv30_mu0.0
dsedge-iiotset-full_comp_fedprox_alpha0.5_adv30_dp0_pers0_mu0.05_modelabel_flip_seed43_datasetedge-iiotset-full,fedprox,0.5,30,0.05,43,label,20,0.55357503673396,,306570,fedprox_alpha0.5_adv30_mu0.05
dsedge-iiotset-full_comp_fedprox_alphainf_adv10_dp0_pers0_mu0.05_modesign_flip_topk_seed44_datasetedge-iiotset-full,fedprox,inf,10,0.05,44,sign,20,0.0874248684927211,,306570,fedprox_alphainf_adv10_mu0.05
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.1_modenone_seed44_datasetedge-iiotset-full,bulyan,1.0,0,0.1,44,none,20,0.5739002395382541,,306570,bulyan_alpha1.0_adv0_mu0.1
dsedge-iiotset-full_comp_fedprox_alpha1.0_adv30_dp0_pers0_mu0.1_modelabel_flip_seed45_datasetedge-iiotset-full,fedprox,1.0,30,0.1,45,label,20,0.4419402506858164,,306570,fedprox_alpha1.0_adv30_mu0.1
dsedge-iiotset-full_comp_krum_alpha1.0_adv20_dp0_pers0_mu0.1_modesign_flip_topk_seed45_datasetedge-iiotset-full,krum,1.0,20,0.1,45,sign,20,0.450372813319102,,306570,krum_alpha1.0_adv20_mu0.1
dsedge-iiotset-full_comp_krum_alpha1.0_adv30_dp0_pers0_mu0.0_seed57_datasetedge-iiotset-full,krum,1.0,30,0.0,57,none,20,0.4571457169633366,,306571,krum_alpha1.0_adv30_mu0.0
